"","County","X3.10.20","X3.17.20","X3.24.20","X3.31.20","X4.7.20","X4.14.20","X4.21.20","X4.28.20","X5.5.20","X5.12.20","X5.19.20","X5.26.20","X6.2.20","X6.9.20","X6.16.20","X6.23.20","X6.30.20","X7.7.20","X7.14.20","X7.21.20","X7.28.20","X8.4.20","X8.11.20","X8.18.20","X8.25.20","X9.1.20","X9.8.20","X9.15.20","X9.22.20","X9.29.20","X10.6.20","X10.13.20","X10.20.20","X10.27.20","X11.3.20","X11.10.20","X11.17.20","X11.24.20","X12.1.20","X12.8.20","X12.15.20","X12.22.20","X12.29.20","X1.5.21","X1.12.21","X1.19.21","X1.26.21","X2.2.21","X2.9.21","X2.16.21","X2.23.21","X3.2.21","X3.9.21","X3.16.21","X3.23.21","X3.30.21","X4.6.21","X4.13.21","X4.20.21","X4.27.21","X5.4.21","X5.11.21","X5.18.21","X5.25.21","X6.1.21","X6.8.21","X6.15.21","X6.22.21","X6.29.21","X7.6.21","X7.13.21","X7.20.21","X7.27.21","X8.3.21","X8.10.21","X8.17.21","X8.24.21","X8.31.21","X9.7.21","X9.14.21","X9.21.21","X9.28.21","X10.5.21","X10.12.21","X10.19.21","X10.26.21","X11.2.21","X11.9.21","X11.16.21","X11.23.21","X11.30.21"
"1","Alcona County","0","0","0","0","0","0","0","0","0.166881101945054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.227863971164394","0","0","0","0","0","0","0","0","0","0.16797153024911","0","0","0","0.15733213851373","0.625148152138778","0.47459733307843","0.492765957446809","0","0.531222369673329","0.176926182533573","0.352486187845304","0.535182181674832","0","0.178205022804236","0","0","0","0","0","0.208576104746318","0","0","0.227020731423247","0.236367280471001","0","0.442098171318576","0","0.223576881134133","0.697928039702233","0","0","0","0.248357870894677","0","0","0","0","0","0","0","0","0.84392150340928","0","0.284883644274507","0","0.277978222879419","0.281914328765158","0","0","0.261186766275347","0.244679732313576","0.699806736609608","0","0.632552093290002","0","0.550027700831025"
"2","Alger County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.173302558184266","0","0","0","0.162159624413146","0","0","0","0","0","0","0","0.176926182533573","0","0","0","0","0","0.391147301646052","0","0","0","0","0","0","0","0.236367280471001","0","0","0","0","0","0","0.242836394703118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.26155795751025","0","0.244679732313576","0","0","0","0","0"
"3","Allegan County","0","0","0","0","0","0","0","0.176515979679763","0.166881101945054","0","0.177298819451966","0.568451559481093","0","0","0","0","0.24518479958355","0","0","0","0","0","0","0","0","0","0","0.226810810810811","0","0","0","0","0","0","0","0.314419454275602","1.29727699530516","1.41488246743524","1.25865710810984","1.09400926624286","0.790995555130717","1.64255319148936","1.75257731958763","1.59366710901999","2.30004037293645","0.88121546961326","1.24875842390794","1.10027735381485","1.06923013682542","0.762434347919031","0.391147301646052","0","0","0","0","0","0","0.908082925692989","0.945469121884004","0","1.32629451395573","1.1982905982906","0.670730643402399","0.697928039702233","1.65730003619254","0.485672789406237","1.20472440944882","0.496715741789354","0.508849230769231","0","0.242619339045288","0","0","0","0.278316708229426","0","0.281307167803093","0.280068871511586","0.569767288549014","0.562690058479532","0","1.40957164382579","1.36757152145644","0.26155795751025","1.04474706510139","1.22339866156788","1.39961347321922","1.35091856677524","0.421701395526668","2.00688836104513","1.28339796860572"
"4","Alpena County","0","0","0","0","0","0","0.187801616373045","0.52954793903929","0.500643305835162","0.174988874054295","0.177298819451966","0","0","0","0.471033341215417","0","0","0","0.260501296456353","0.251007644197359","0","0","0","0.228713144116837","0","0","0","0","0","0","0","0","0","0","0","0.157209727137801","0.162159624413146","0","0.15733213851373","0.156287038034695","0.47459733307843","0.492765957446809","0.175257731958763","1.06244473934666","1.23848327773501","0.704972375690608","0.356788121116555","0.183379558969141","0.178205022804236","0","0.195573650823026","0.189627228525122","0","0","0","0","0.414468107734439","0.681062194269741","0.236367280471001","0.229287275907302","0.884196342637151","0.23965811965812","0.223576881134133","0","0","0.485672789406237","0","0","0.254424615384615","0","0.242619339045288","0","0","0.547329253365973","0","0","0","0","0","0.281345029239766","0.277978222879419","0.281914328765158","0","0","0","0.244679732313576","0.699806736609608","0","1.26510418658","0.401377672209026","0"
"5","Antrim County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.157209727137801","0.324319248826291","0.314418326096721","0.15733213851373","0.156287038034695","0.158199111026143","0","0.175257731958763","0.354148246448886","0.353852365067146","0.528729281767956","0.178394060558278","0.183379558969141","0.178205022804236","0","0","0.189627228525122","0","0","0","0","0","0.454041462846494","0.236367280471001","0.917149103629209","0","0","0.223576881134133","0","0.236757148027506","0","0","0","0.254424615384615","0","0","0","0","0","0.278316708229426","0","0.562614335606187","0","0","0","0.277978222879419","0","0","0.26155795751025","0.522373532550694","0.244679732313576","0","0","0.421701395526668","0.401377672209026","0"
"6","Arenac County","0","0","0","0","0","0","0.187801616373045","0","0","0","0","0","0","0","0","0.233246753246753","0","0","0","0","0.240902474526929","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.314419454275602","0.162159624413146","0.786045815241803","0.786660692568649","0.937722228208167","0.316398222052287","0","0.175257731958763","0.177074123224443","0","0","0","0","0.178205022804236","0","0","0","0.200198560436833","0","0.208576104746318","0.225125125125125","0","0","0.236367280471001","0","0.221049085659288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.280068871511586","0.284883644274507","0","0","0","0","0.26155795751025","0.261186766275347","0","0.466537824406405","0.450306188925082","0.210850697763334","0.802755344418052","0.36668513388735"
"7","Baraga County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.405116279069767","0.186940122583687","0","0.173302558184266","0","0","0","0.162159624413146","0.157209163048361","2.35998207770595","0.468861114104084","0.632796444104574","0","0","0.177074123224443","0","0","0.178394060558278","0.183379558969141","0","0.190608586979758","0","0","0","0.213268695364367","0","0","0","0","0","0","0.221049085659288","0.479316239316239","0.223576881134133","0","0","0","0","0.248357870894677","0","0.259216710182768","0","0","0","0","0","0.276735661923243","0","0","0.284883644274507","0.562690058479532","0.277978222879419","0","0","0.26155795751025","0","0.244679732313576","0","0","0","0","0"
"8","Barry County","0","0","0","0","0","0.21220663030823","0","0","0","0","0","0.189483853160364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.197614593077643","0.202558139534884","0","0.187214611872146","0","0.168612408272181","0","0.471629181413403","0.162159624413146","0.314418326096721","0.31466427702746","0.468861114104084","1.26559288820915","0.821276595744681","0.701030927835051","0.708296492897772","0","0.176243093922652","0.178394060558278","0.183379558969141","0","0.190608586979758","0.195573650823026","0.379254457050243","0.600595681310499","0.213268695364367","0.208576104746318","0.45025025025025","0.20723405386722","0","0.945469121884004","0.917149103629209","0.663147256977863","0","0.223576881134133","0.465285359801489","0","0.242836394703118","0","0.248357870894677","0","0","0","0.264674796747968","0","0","0","0.553471323846486","0.281307167803093","0.280068871511586","0","0","0.277978222879419","0.281914328765158","0.273514304291287","0.26155795751025","0.783560298826041","0.734039196940727","0.933075648812811","0.900612377850163","0.421701395526668","1.00344418052257","0.550027700831025"
"9","Bay County","0","0","0","0","0","0.424413260616459","0","0.52954793903929","0.667524407780216","0.349977748108589","1.06379291671179","0.568451559481093","0.947325769854133","0.410915562586514","0.471033341215417","0","0.24518479958355","0","0.260501296456353","0","0","0","0","0.914852576467346","1.13931985582197","0.213080535745347","0.422479075328816","0.680432432432432","0.395229186155285","0.810232558139535","0.186940122583687","0.374429223744292","0","1.18028685790527","0.671886120996441","0.943258362826807","1.13511737089202","1.41488246743524","1.5733213851373","4.53232410300614","3.6385795536013","3.77787234042553","2.27835051546392","2.30196360191776","4.24622838080575","2.29116022099448","3.9246693322821","1.46703647175313","1.60384520523812","1.14365152187855","0.586720952469079","1.51701782820097","0.400397120873666","0.426537390728735","0.83430441898527","1.35075075075075","0.621702161601659","0.681062194269741","0.472734560942002","1.60501093135112","0.884196342637151","2.15692307692308","2.0121919302072","0.465285359801489","0.236757148027506","1.21418197351559","0.481889763779528","0.248357870894677","0.254424615384615","0","0","0","0.261214987268097","0","0","0.553471323846486","0.84392150340928","0.840206614534759","0.569767288549014","0.281345029239766","0.277978222879419","0","0.820542912873862","1.5693477450615","1.04474706510139","1.71275812619503","0.933075648812811","1.80122475570033","2.53020837316001","1.40482185273159","1.4667405355494"
"10","Benzie County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.251007644197359","0","0","0","0","0.227863971164394","0","0","0","0","0","0","0","0","0","0","0.157209727137801","0","0.314418326096721","0.471996415541189","0.468861114104084","0.316398222052287","1.31404255319149","0.876288659793814","0.177074123224443","0.176926182533573","0","0.178394060558278","0.183379558969141","0.178205022804236","0","0","0","0.200198560436833","0","0","0","0","0","0","0","0.221049085659288","0.23965811965812","0","0","0.236757148027506","0.242836394703118","0","0","0","0","0","0","0","0","0","0.553471323846486","0","0","0","0","0","0","0","0","0","0.489359464627151","0","0","0.210850697763334","0.602066508313539","0.183342566943675"
